customer_id,insured_period,residential,building_painted,building_fenced,garden,settlement,target,insured_period_round,scaled_building_dim,year_of_observation,year_of_occupancy,years_active,year_of_observation_freq_encode,year_of_occupancy_freq_encode,years_active_freq_encode,building_type_2,building_type_3,building_type_4,quarter_Q2,quarter_Q3,quarter_Q4,decades_active_D2,decades_active_D3,decades_active_D4,decades_active_D5,decades_active_D6,decades_active_D7,decades_active_D8
H2335,1.0,0,1,0,1,0,1.0,12,0.1309959130995913,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H2490,1.0,0,0,1,0,1,1.0,12,0.3067326306732631,2013,1940,73,2093,72,20,1,0,0,0,0,1,0,0,0,0,0,0,1
H2492,1.0,0,0,0,1,0,0.0,12,0.20412992041299205,2015,1960,55,1218,3733,561,1,0,0,0,0,1,0,0,0,0,1,0,0
H2686,1.0,0,1,0,1,0,1.0,12,0.04280490428049043,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H290,1.0,0,1,0,1,0,0.0,12,0.06431490643149065,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H3291,1.0,0,1,0,1,0,0.0,12,0.5697999569799957,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H3292,1.0,0,1,0,1,0,0.0,12,0.6536889653688965,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H3708,0.898630137,0,1,0,1,0,0.0,10,0.07506990750699076,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H432,0.33972602700000004,0,0,0,1,0,0.0,4,0.057861905786190576,2014,1960,54,1517,3733,680,1,0,0,1,0,0,0,0,0,0,1,0,0
H4576,1.0,0,1,0,1,0,0.0,12,0.13744891374489138,2015,1960,55,1218,3733,561,1,0,0,0,0,1,0,0,0,0,1,0,0
H4578,1.0,0,1,0,1,0,1.0,12,0.1387395138739514,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H4939,1.0,0,0,1,0,1,1.0,12,0.10518391051839106,2014,1950,64,1517,315,63,1,0,0,0,0,1,0,0,0,0,0,1,0
H5726,1.0,0,1,0,1,0,0.0,12,0.14605291460529146,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H5727,1.0,0,1,0,1,0,0.0,12,0.14605291460529146,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H6275,1.0,0,1,0,1,0,0.0,12,0.9032049903204991,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H6470,0.581967213,1,1,0,1,0,0.0,7,0.028178102817810285,2012,1980,32,2225,1525,455,1,0,0,0,1,0,0,1,0,0,0,0,0
H6834,1.0,0,1,0,1,0,0.0,12,0.1901484190148419,2016,1960,56,1093,3733,457,1,0,0,0,0,1,0,0,0,0,1,0,0
H6964,1.0,1,1,0,1,0,0.0,12,0.20240912024091204,2012,1980,32,2225,1525,455,1,0,0,0,0,1,0,1,0,0,0,0,0
H6976,0.6684931510000001,1,1,0,1,0,1.0,8,0.16390621639062164,2013,1960,53,2093,3733,989,1,0,0,0,1,0,0,0,0,0,1,0,0
H12820,0.509589041,1,1,0,1,0,0.0,6,0.09657990965799097,2014,1960,54,1517,3733,680,1,0,0,1,0,0,0,0,0,0,1,0,0
H13399,1.0,0,1,0,1,0,0.0,12,0.09657990965799097,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H13880,1.0,0,1,0,1,0,0.0,12,0.1288449128844913,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H13881,1.0,0,1,0,1,0,0.0,12,0.1288449128844913,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H15114,1.0,0,0,1,0,1,0.0,12,0.28823402882340293,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H1609,1.0,0,0,0,1,0,0.0,12,0.06431490643149065,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H1610,0.7835616440000001,0,0,0,1,0,0.0,9,0.06431490643149065,2013,1960,53,2093,3733,989,1,0,0,0,1,0,0,0,0,0,1,0,0
H16646,1.0,0,0,1,0,1,0.0,12,0.45149494514949456,2014,1970,44,1517,289,72,1,0,0,0,0,1,0,0,0,1,0,0,0
H1932,1.0,0,1,0,1,0,0.0,12,0.09120240912024093,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H2560,1.0,0,1,0,1,0,0.0,12,0.15465691546569155,2015,1960,55,1218,3733,561,1,0,0,0,0,1,0,0,0,0,1,0,0
H2561,1.0,0,1,0,1,0,0.0,12,0.15465691546569155,2016,1960,56,1093,3733,457,1,0,0,0,0,1,0,0,0,0,1,0,0
H2687,0.087671233,0,1,0,1,0,0.0,2,0.5203269520326952,2014,1960,54,1517,3733,680,1,0,0,0,0,0,0,0,0,0,1,0,0
H2993,0.0,0,0,0,1,0,0.0,1,0.098730909873091,2015,1960,55,1218,3733,561,1,0,0,0,0,0,0,0,0,0,1,0,0
H3111,1.0,0,0,0,1,0,1.0,12,0.2579049257904926,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H3113,1.0,0,0,0,1,0,0.0,12,0.2579049257904926,2016,1960,56,1093,3733,457,1,0,0,0,0,1,0,0,0,0,1,0,0
H3214,1.0,0,1,0,1,0,0.0,12,0.10733491073349108,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H3668,1.0,0,1,0,1,0,0.0,12,0.09657990965799097,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H3717,1.0,0,0,0,1,0,0.0,12,0.1503549150354915,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H3718,1.0,0,0,0,1,0,1.0,12,0.1503549150354915,2015,1960,55,1218,3733,561,1,0,0,0,0,1,0,0,0,0,1,0,0
H5794,1.0,0,0,0,1,0,0.0,12,0.0793719079371908,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H5795,1.0,0,0,0,1,0,0.0,12,0.0793719079371908,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H584,1.0,0,0,0,1,0,0.0,12,0.04495590449559045,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H638,0.99726776,0,0,1,0,1,0.0,12,0.0793719079371908,2016,1950,66,1093,315,50,1,0,0,0,0,1,0,0,0,0,0,1,0
H7352,1.0,0,1,0,1,0,0.0,12,0.07506990750699076,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H13,1.0,0,0,1,0,1,1.0,12,0.10733491073349108,2015,1940,75,1218,72,14,1,0,0,0,0,1,0,0,0,0,0,0,1
H14,1.0,0,0,0,1,0,0.0,12,0.10733491073349108,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H14320,1.0,0,0,1,0,1,1.0,12,0.3224349322434933,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H1453,1.0,0,0,1,0,1,1.0,12,0.11013121101312111,2013,1950,63,2093,315,94,1,0,0,0,0,1,0,0,0,0,0,1,0
H14728,1.0,0,1,0,1,0,0.0,12,0.10088191008819102,2015,1960,55,1218,3733,561,1,0,0,0,0,1,0,0,0,0,1,0,0
H1480,1.0,0,1,0,1,0,1.0,12,0.08582490858249087,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H1481,0.038356164,0,1,0,1,0,0.0,1,0.08582490858249087,2013,1960,53,2093,3733,989,1,0,0,0,0,0,0,0,0,0,1,0,0
H14851,1.0,1,1,0,1,0,0.0,12,0.08625510862551088,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H14852,1.0,1,1,0,1,0,0.0,12,0.08625510862551088,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H14908,1.0,0,1,0,1,0,1.0,12,0.393417939341794,2015,1980,35,1218,1525,222,1,0,0,0,0,1,0,0,1,0,0,0,0
H14938,1.0,0,0,1,0,1,0.0,12,0.0686169068616907,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H14939,1.0,0,0,1,0,1,1.0,12,0.0686169068616907,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H1508,1.0,0,0,1,0,1,0.0,12,0.3366315336631534,2012,1950,62,2225,315,88,1,0,0,0,0,1,0,0,0,0,1,0,0
H1509,0.747945205,0,0,1,0,1,0.0,8,0.5160249516024952,2014,1960,54,1517,3733,680,1,0,0,0,1,0,0,0,0,0,1,0,0
H15335,0.038356164,1,0,1,0,1,0.0,1,0.41922994192299423,2015,1957,58,1218,11,17,1,0,0,0,0,0,0,0,0,0,1,0,0
H15346,1.0,1,0,1,0,1,1.0,12,0.7526349752634975,2012,1957,55,2225,11,561,1,0,0,0,0,1,0,0,0,0,1,0,0
H15689,1.0,0,0,1,0,1,0.0,12,0.40632394063239413,2015,1965,50,1218,59,21,1,0,0,0,0,1,0,0,0,1,0,0,0
H15864,1.0,0,0,1,0,1,0.0,12,0.20412992041299205,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H1692,1.0,1,0,0,1,0,0.0,12,0.06431490643149065,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H16995,1.0,0,0,1,0,1,0.0,12,0.3592170359217036,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H17366,1.0,0,0,1,0,1,0.0,12,0.1503549150354915,2013,1942,71,2093,3,5,1,0,0,0,0,1,0,0,0,0,0,1,0
H17367,1.0,0,0,1,0,1,0.0,12,0.1503549150354915,2014,1942,72,1517,3,20,1,0,0,0,0,1,0,0,0,0,0,1,0
H17368,1.0,0,0,1,0,1,0.0,12,0.1503549150354915,2015,1942,73,1218,3,20,1,0,0,0,0,1,0,0,0,0,0,0,1
H18295,1.0,0,0,1,0,1,0.0,12,0.14175091417509142,2015,1945,70,1218,16,3,1,0,0,0,0,1,0,0,0,0,0,1,0
H2211,0.0,0,0,0,1,0,0.0,1,0.07184340718434072,2013,1960,53,2093,3733,989,1,0,0,0,0,0,0,0,0,0,1,0,0
H2559,1.0,0,1,0,1,0,0.0,12,0.1309959130995913,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H3115,1.0,0,1,0,1,0,1.0,12,0.10303291030329104,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H3116,1.0,0,1,0,1,0,1.0,12,0.1094859109485911,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H3701,1.0,0,0,0,1,0,0.0,12,0.07506990750699076,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H3766,1.0,0,0,0,1,0,0.0,12,0.16110991611099162,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H427,1.0,0,0,0,1,0,1.0,12,0.18692191869219188,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H429,1.0,0,0,0,1,0,0.0,12,0.09442890944289095,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H4613,1.0,0,1,0,1,0,0.0,12,0.1503549150354915,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H4662,1.0,0,1,0,1,0,0.0,12,0.19337491933749193,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H4687,1.0,1,1,0,1,0,0.0,12,0.08582490858249087,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H4688,1.0,1,1,0,1,0,0.0,12,0.08582490858249087,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H5080,1.0,0,1,0,1,0,0.0,12,0.16326091632609163,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H5083,1.0,0,1,0,1,0,0.0,12,0.08582490858249087,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H5267,1.0,1,1,0,1,0,0.0,12,0.2643579264357927,2014,1980,34,1517,1525,298,1,0,0,0,0,1,0,0,1,0,0,0,0
H5268,1.0,1,1,0,1,0,0.0,12,0.2643579264357927,2015,1980,35,1218,1525,222,1,0,0,0,0,1,0,0,1,0,0,0,0
H5480,1.0,0,0,0,1,0,0.0,12,0.17186491718649172,2015,1960,55,1218,3733,561,1,0,0,0,0,1,0,0,0,0,1,0,0
H6314,1.0,0,1,0,1,0,0.0,12,0.04710690471069047,2012,1980,32,2225,1525,455,1,0,0,0,0,1,0,1,0,0,0,0,0
H6315,1.0,0,1,0,1,0,0.0,12,0.04710690471069047,2016,1980,36,1093,1525,203,1,0,0,0,0,1,0,0,1,0,0,0,0
H6507,1.0,0,1,0,1,0,0.0,12,0.6665949666594967,2013,1980,33,2093,1525,423,1,0,0,0,0,1,0,0,1,0,0,0,0
H6508,0.9150684929999999,0,1,0,1,0,1.0,10,0.6665949666594967,2014,1980,34,1517,1525,298,1,0,0,0,0,1,0,0,1,0,0,0,0
H7058,1.0,0,1,0,1,0,0.0,12,0.19337491933749193,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H7119,1.0,0,1,0,1,0,1.0,12,0.07506990750699076,2013,1980,33,2093,1525,423,1,0,0,0,0,1,0,0,1,0,0,0,0
H12644,1.0,0,0,1,0,1,1.0,12,0.19122391912239192,2013,1940,73,2093,72,20,1,0,0,0,0,1,0,0,0,0,0,0,1
H12718,1.0,0,1,1,0,1,0.0,12,0.5418369541836954,2013,1950,63,2093,315,94,1,0,0,0,0,1,0,0,0,0,0,1,0
H13359,1.0,0,1,0,1,0,1.0,12,0.09657990965799097,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H13360,1.0,0,1,0,1,0,0.0,12,0.09657990965799097,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H13361,1.0,0,1,0,1,0,1.0,12,0.09657990965799097,2015,1960,55,1218,3733,561,1,0,0,0,0,1,0,0,0,0,1,0,0
H13720,0.7459016390000001,0,1,0,1,0,0.0,8,0.23639492363949238,2016,1960,56,1093,3733,457,1,0,0,0,1,0,0,0,0,0,1,0,0
H13724,1.0,0,1,0,1,0,0.0,12,0.17616691761669176,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H13827,1.0,1,1,0,1,0,0.0,12,0.10733491073349108,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H13912,1.0,0,1,0,1,0,0.0,12,0.08582490858249087,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H14241,1.0,0,1,0,1,0,0.0,12,0.2645730264573027,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H14588,1.0,0,1,0,1,0,0.0,12,0.15551731555173157,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H14589,0.99726776,0,1,0,1,0,0.0,12,0.15551731555173157,2016,1960,56,1093,3733,457,1,0,0,0,0,1,0,0,0,0,1,0,0
H14773,1.0,1,1,0,1,0,0.0,12,0.1288449128844913,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H14794,0.99726776,0,1,0,1,0,0.0,12,0.10088191008819102,2016,1960,56,1093,3733,457,1,0,0,0,0,1,0,0,0,0,1,0,0
H15313,1.0,0,0,1,0,1,0.0,12,0.22348892234889223,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H16019,1.0,0,0,1,0,1,0.0,12,0.13959991395999138,2012,1940,72,2225,72,20,1,0,0,0,0,1,0,0,0,0,0,1,0
H16020,1.0,0,0,1,0,1,0.0,12,0.13959991395999138,2013,1940,73,2093,72,20,1,0,0,0,0,1,0,0,0,0,0,0,1
H17216,1.0,0,0,1,0,1,0.0,12,0.3783609378360938,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H17379,1.0,0,0,1,0,1,0.0,12,0.12110131211013123,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H17585,1.0,1,0,1,0,1,1.0,12,0.4357926435792644,2012,1970,42,2225,289,86,1,0,0,0,0,1,0,0,1,0,0,0,0
H17962,1.0,0,0,1,0,1,0.0,12,0.2794149279414928,2014,1965,49,1517,59,21,1,0,0,0,0,1,0,0,0,1,0,0,0
H1864,1.0,0,0,0,1,0,0.0,12,0.11722951172295118,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H18966,0.259562842,0,0,1,0,1,0.0,4,0.3063024306302431,2012,1950,62,2225,315,88,1,0,0,1,0,0,0,0,0,0,1,0,0
H19221,1.0,0,0,1,0,1,0.0,12,0.3063024306302431,2014,1950,64,1517,315,63,1,0,0,0,0,1,0,0,0,0,0,1,0
H19271,1.0,0,0,1,0,1,0.0,12,0.07076790707679072,2015,1960,55,1218,3733,561,1,0,0,0,0,1,0,0,0,0,1,0,0
H2458,1.0,0,0,0,1,0,0.0,12,0.09657990965799097,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H269,1.0,0,1,0,1,0,0.0,12,0.12239191223919124,2014,1980,34,1517,1525,298,1,0,0,0,0,1,0,0,1,0,0,0,0
H2732,1.0,0,0,0,1,0,0.0,12,0.08582490858249087,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H2935,0.0,0,0,0,1,0,0.0,1,0.30092493009249305,2013,1960,53,2093,3733,989,1,0,0,0,0,0,0,0,0,0,1,0,0
H3,1.0,0,0,0,1,0,0.0,12,0.07722090772209078,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H3123,1.0,0,1,0,1,0,0.0,12,0.2579049257904926,2015,1960,55,1218,3733,561,1,0,0,0,0,1,0,0,0,0,1,0,0
H3162,1.0,0,0,0,1,0,0.0,12,0.14390191439019143,2015,1960,55,1218,3733,561,1,0,0,0,0,1,0,0,0,0,1,0,0
H3625,1.0,0,0,0,1,0,0.0,12,0.07506990750699076,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H3626,0.6575342470000001,0,0,0,1,0,0.0,8,0.07506990750699076,2014,1960,54,1517,3733,680,1,0,0,0,1,0,0,0,0,0,1,0,0
H3652,0.99726776,0,0,1,0,1,1.0,12,0.9032049903204991,2016,1960,56,1093,3733,457,1,0,0,0,0,1,0,0,0,0,1,0,0
H4117,1.0,0,1,0,1,0,0.0,12,0.08582490858249087,2015,1960,55,1218,3733,561,1,0,0,0,0,1,0,0,0,0,1,0,0
H4256,1.0,0,1,0,1,0,0.0,12,0.11163691116369112,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H4597,0.328767123,1,0,0,1,0,0.0,4,0.10303291030329104,2013,1960,53,2093,3733,989,1,0,0,1,0,0,0,0,0,0,1,0,0
H4809,1.0,0,1,0,1,0,1.0,12,0.3039363303936331,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H4810,1.0,0,1,0,1,0,0.0,12,0.3039363303936331,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H4814,1.0,0,1,0,1,0,0.0,12,0.15465691546569155,2015,1960,55,1218,3733,561,1,0,0,0,0,1,0,0,0,0,1,0,0
H4815,0.99726776,0,1,0,1,0,0.0,12,0.15465691546569155,2016,1960,56,1093,3733,457,1,0,0,0,0,1,0,0,0,0,1,0,0
H5028,0.443835616,0,1,0,1,0,0.0,5,0.07399440739944074,2014,1960,54,1517,3733,680,1,0,0,1,0,0,0,0,0,0,1,0,0
H5222,1.0,0,1,0,1,0,0.0,12,0.17186491718649172,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H5376,1.0,0,1,0,1,0,0.0,12,0.1183050118305012,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H588,1.0,0,0,0,1,0,1.0,12,0.10518391051839106,2015,1960,55,1218,3733,561,1,0,0,0,0,1,0,0,0,0,1,0,0
H589,1.0,0,0,0,1,0,1.0,12,0.15379651537965153,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H6130,1.0,0,1,0,1,0,0.0,12,0.09657990965799097,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H6224,1.0,0,1,0,1,0,1.0,12,0.19337491933749193,2015,1960,55,1218,3733,561,1,0,0,0,0,1,0,0,0,0,1,0,0
H6279,1.0,0,1,0,1,0,0.0,12,0.6343299634329963,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H6321,1.0,0,1,0,1,0,1.0,12,0.2794149279414928,2015,1960,55,1218,3733,561,1,0,0,0,0,1,0,0,0,0,1,0,0
H6394,1.0,1,1,0,1,0,1.0,12,0.09657990965799097,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H6436,1.0,0,0,1,0,1,0.0,12,0.8031834803183481,2015,2003,12,1218,32,36,1,0,0,0,0,1,0,0,0,0,0,0,0
H6474,1.0,0,1,0,1,0,0.0,12,0.25059152505915255,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H6475,0.99726776,0,1,0,1,0,1.0,12,0.25059152505915255,2016,1960,56,1093,3733,457,1,0,0,0,0,1,0,0,0,0,1,0,0
H69,0.99726776,0,0,1,0,1,0.0,12,0.37190793719079374,2016,1978,38,1093,28,32,1,0,0,0,0,1,0,0,1,0,0,0,0
H7355,1.0,1,0,1,0,1,1.0,12,0.053559905355990534,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H7356,1.0,1,0,1,0,1,0.0,12,0.053559905355990534,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H7357,1.0,1,0,1,0,1,0.0,12,0.053559905355990534,2016,1960,56,1093,3733,457,1,0,0,0,0,1,0,0,0,0,1,0,0
H12792,1.0,0,1,0,1,0,0.0,12,0.21488492148849214,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H12811,0.99726776,0,1,0,1,0,0.0,12,0.23639492363949238,2016,1960,56,1093,3733,457,1,0,0,0,0,1,0,0,0,0,1,0,0
H12934,1.0,1,1,0,1,0,0.0,12,0.1180899118089912,2014,1980,34,1517,1525,298,1,0,0,0,0,1,0,0,1,0,0,0,0
H13222,0.99726776,0,0,1,0,1,0.0,12,0.04710690471069047,2016,1950,66,1093,315,50,1,0,0,0,0,1,0,0,0,0,0,1,0
H13401,1.0,0,1,0,1,0,1.0,12,0.17186491718649172,2015,1960,55,1218,3733,561,1,0,0,0,0,1,0,0,0,0,1,0,0
H13725,1.0,0,1,1,0,1,0.0,12,0.6536889653688965,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H13735,1.0,0,1,0,1,0,0.0,12,0.3439449343944935,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H13736,1.0,0,1,0,1,0,1.0,12,0.3439449343944935,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H14134,1.0,0,1,0,1,0,0.0,12,0.09657990965799097,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H14190,1.0,0,1,0,1,0,1.0,12,0.0793719079371908,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H14806,1.0,0,1,0,1,0,0.0,12,0.1299204129920413,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H14807,1.0,0,1,0,1,0,0.0,12,0.1299204129920413,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H15667,1.0,1,0,1,0,1,0.0,12,0.298343729834373,2012,1945,67,2225,16,7,1,0,0,0,0,1,0,0,0,0,0,1,0
H15669,1.0,1,0,1,0,1,0.0,12,0.298343729834373,2014,1945,69,1517,16,5,1,0,0,0,0,1,0,0,0,0,0,1,0
H15835,1.0,0,0,1,0,1,0.0,12,0.18584641858464185,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H15923,1.0,0,0,1,0,1,0.0,12,0.1503549150354915,2016,1960,56,1093,3733,457,1,0,0,0,0,1,0,0,0,0,1,0,0
H16118,1.0,0,0,1,0,1,0.0,12,0.26113142611314266,2012,1970,42,2225,289,86,1,0,0,0,0,1,0,0,1,0,0,0,0
H16217,1.0,0,0,1,0,1,0.0,12,0.09464400946440096,2012,1940,72,2225,72,20,1,0,0,0,0,1,0,0,0,0,0,1,0
H16443,0.671232877,0,0,1,0,1,0.0,8,0.3224349322434933,2014,1960,54,1517,3733,680,1,0,0,0,1,0,0,0,0,0,1,0,0
H1661,1.0,0,1,0,1,0,0.0,12,0.20456012045601205,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H16789,1.0,0,0,1,0,1,1.0,12,0.10711981071198108,2014,1970,44,1517,289,72,1,0,0,0,0,1,0,0,0,1,0,0,0
H18602,1.0,0,0,1,0,1,0.0,12,0.2579049257904926,2014,1939,75,1517,1,14,1,0,0,0,0,1,0,0,0,0,0,0,1
H1879,0.728767123,0,1,0,1,0,0.0,8,0.2105829210582921,2013,1960,53,2093,3733,989,1,0,0,0,1,0,0,0,0,0,1,0,0
H19245,1.0,0,0,1,0,1,0.0,12,0.0793719079371908,2015,1940,75,1218,72,14,1,0,0,0,0,1,0,0,0,0,0,0,1
H2042,1.0,0,0,0,1,0,0.0,12,0.18261991826199184,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H2043,1.0,0,0,0,1,0,0.0,12,0.1503549150354915,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H2044,1.0,0,0,0,1,0,1.0,12,0.5590449559044955,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H2046,1.0,0,1,0,1,0,0.0,12,0.1180899118089912,2016,1960,56,1093,3733,457,1,0,0,0,0,1,0,0,0,0,1,0,0
H2065,1.0,0,0,0,1,0,0.0,12,0.4837599483759949,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H2066,1.0,0,1,0,1,0,0.0,12,0.26220692622069264,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H2067,1.0,0,1,0,1,0,0.0,12,0.26220692622069264,2015,1960,55,1218,3733,561,1,0,0,0,0,1,0,0,0,0,1,0,0
H2069,0.0,0,1,0,1,0,0.0,1,0.3665304366530437,2013,1960,53,2093,3733,989,1,0,0,0,0,0,0,0,0,0,1,0,0
H2122,1.0,0,0,0,1,0,0.0,12,0.13744891374489138,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H2203,1.0,0,0,0,1,0,0.0,12,0.2561841256184126,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
